,DBA,PHONE,Unnamed: 0,google_categories,google_price_level,google_rating,loc,yelp_categories,yelp_rating,yelp_review_count
877,ANGELA'S,7185522297,877.0,,,4.6,"417 NOSTRAND AVE, BROOKLYN, NY, 11216 US",,,
878,ANGELA'S BAKERY,7184180095,878.0,,,4.4,"717 KNICKERBOCKER AVENUE, BROOKLYN, NY, 11221 US",,,
879,ANGELA'S CAKE,2123044745,879.0,,,4.2,"182 AUDUBON AVENUE, MANHATTAN, NY, 10033 US",,,
880,ANGELA'S DELI,2127595344,880.0,,1.0,4.4,"1428 6 AVENUE, MANHATTAN, NY, 10019 US",,,
881,ANGELA'S MONTANA TABLE,6469129507,881.0,,,4.9,"1750 2ND AVE, MANHATTAN, NY, 10128 US",,,
882,ANGELA'S PIZZERIA,7186479606,882.0,,,4.3,"3435 FULTON STREET, BROOKLYN, NY, 11208 US",,,
883,ANGELICA KITCHEN,2122282909,883.0,,2.0,4.0,"300 EAST   12 STREET, MANHATTAN, NY, 10003 US",,,
884,ANGELICA PIZZERIA,7188522728,884.0,,,3.2,"30 NEVINS STREET, BROOKLYN, NY, 11217 US",,,
885,ANGELICA'S BAKERY,7183257292,885.0,,,4.2,"4315 KATONAH AVE, BRONX, NY, 10470 US",,,
886,ANGELICA'S CAFE,3474425226,886.0,,,,"424 CHURCH AVE, BROOKLYN, NY, 11218 US",,,
887,ANGELIKA FILM CENTER,2129952570,887.0,,,4.2,"18 WEST HOUSTON STREET, MANHATTAN, NY, 10012 US",,,
888,ANGELINA,2125337183,888.0,,2.0,4.0,"37 AVENUE A, MANHATTAN, NY, 10009 US",,,
889,ANGELINA GOURMET FOODS,5167923957,889.0,,,,"0 LA GUARDIA AIRPORT, QUEENS, NY, 11369 US",,,
890,ANGELINA'S KITCHEN,7186982000,890.0,,,4.1,"280 MARSH AVE, STATEN ISLAND, NY, 10314 US",,,
891,ANGELINA'S METRO MARKET,5167923957,891.0,,,,"NKA JOHN F. KENNEDY INTERNATIONAL AIRPORT, QUEENS, NY, 11430 US",,,
892,ANGELINA'S PANINI BAR,5167923957,892.0,,,,"0 LAGUARDIA AIRPORT, QUEENS, NY, 11369 US",,,
893,ANGELINA'S RISTORANTE,7182272900,893.0,,,,"4446 MAIN STREET, STATEN ISLAND, NY, 10307 US",,,
894,ANGELITOS DE LA NOCHE,7189425468,894.0,,,,"263 KINGS HIGHWAY, BROOKLYN, NY, 11223 US",,,
895,ANGELO & AL'S PIZZERIA,7187628067,895.0,,1.0,2.8,"6822 FRESH MEADOWS LANE, QUEENS, NY, 11365 US",,,
896,ANGELO BELLINI,2129802900,896.0,,2.0,3.9,"224 EAST   53 STREET, MANHATTAN, NY, 10022 US",,,
897,ANGELO GORDON & COMPANY,9143293849,897.0,,,,"245 PARK AVE, MANHATTAN, NY, 10167 US",,,
898,ANGELO OF MULBERRY ST.,2129661277,898.0,,2.0,4.0,"146 MULBERRY STREET, MANHATTAN, NY, 10013 US",,,
899,ANGELO'S PIZZA,2122458811,899.0,,2.0,4.0,"1697 BROADWAY, MANHATTAN, NY, 10019 US",,,
900,ANGELO'S PIZZERIA,2123334333,900.0,,2.0,3.9,"117 WEST   57 STREET, MANHATTAN, NY, 10019 US",,,
901,ANGELO'S PIZZERIA/MIMMO'S RESTAURANT,7183564233,901.0,,2.0,4.1,"6 SNEDEN AVE, STATEN ISLAND, NY, 10312 US",,,
902,ANGELOS DELI RESTAURANT,7183864423,902.0,,,3.4,"5000 GRAND AVENUE, QUEENS, NY, 11378 US",,,
903,ANGELS OF THE WORLD,7188864601,903.0,,,2.5,"3217 COLLEGE POINT BLVD, QUEENS, NY, 11354 US",,,
904,ANGIE'S BREAKFAST SPOT,7185737765,904.0,,,3.5,"1637 BROADWAY, BROOKLYN, NY, 11207 US",,,
905,ANGIE'S CAFE PIZZA,7182923606,905.0,,2.0,4.5,"2559 3 AVENUE, BRONX, NY, 10451 US",,,
906,ANGIOLINA'S RESTAURANT,7186180650,906.0,,,,"1322A JEROME AVE, BRONX, NY, 10452 US",,,
907,ANGKOR CAMBODIAN BISTRO,2127582111,907.0,,,4.7,"408 E 64TH ST, MANHATTAN, NY, 10065 US",,,
908,ANGLER,3474525598,908.0,,,,"NKA LAGUARDIA TERMINAL C, QUEENS, NY, 11371 US",,,
909,ANGLERS CLUB OF NEW YORK,2124257333,909.0,,,,"101 BROAD STREET, MANHATTAN, NY, 10004 US",,,
910,ANGRY BURGER,6469187503,910.0,,,4.0,"4460 BROADWAY, MANHATTAN, NY, 10040 US",,,
911,ANGRY WADES,7184887253,911.0,,2.0,4.3,"222 SMITH STREET, BROOKLYN, NY, 11231 US",,,
912,ANI PIZZA,7182788806,912.0,,2.0,4.0,"4318 25 AVENUE, QUEENS, NY, 11103 US",,,
913,ANI SUSHI,7189231800,913.0,,2.0,4.3,"142 MONTAGUE STREET, BROOKLYN, NY, 11201 US",,,
914,ANIL'S ROTI SHOP,7188452800,914.0,,,3.6,"12501 LIBERTY AVENUE, QUEENS, NY, 11419 US",,,
915,ANITA'S LUNCHEONETTE,7182360796,915.0,,,3.8,"6100 16 AVENUE, BROOKLYN, NY, 11204 US",,,
916,ANITA'S ROTI SHOP,7186583439,916.0,,,4.7,"10613 GUY R BREWER BOULEVARD, QUEENS, NY, 11433 US",,,
917,ANJAPPAR,2122653663,917.0,,2.0,3.4,"116 LEXINGTON AVENUE, MANHATTAN, NY, 10016 US",,,
918,ANKA GRILL,6466924532,918.0,,,3.9,"642 LEXINGTON AVE, MANHATTAN, NY, 10022 US",,,
919,ANN & TONY'S RESTAURANT,7189331469,919.0,,2.0,4.3,"2407 ARTHUR AVENUE, BRONX, NY, 10458 US",,,
920,ANNA MARIA PIZZA PASTA,7185994550,920.0,,1.0,4.3,"179 BEDFORD AVENUE, BROOKLYN, NY, 11211 US",,,
921,ANNA'S CAFE,7189517617,921.0,,,4.4,"2925 AVENUE I, BROOKLYN, NY, 11210 US",,,
922,ANNABEL,2122452215,922.0,,2.0,4.3,"809 9TH AVE, MANHATTAN, NY, 10019 US",,,
923,ANNABELLE'S,7188369444,923.0,,,4.7,"717 86TH ST, BROOKLYN, NY, 11228 US",,,
924,ANNADALE TERRACE,7189840700,924.0,,2.0,4.5,"801 ANNADALE RD, STATEN ISLAND, NY, 10312 US",,,
925,ANNAM BRAHAM RESTAURANT,7185232600,925.0,,4.0,4.4,"8443 164 STREET, QUEENS, NY, 11432 US",,,
926,ANNEX,7188584791,926.0,,1.0,4.3,"753 FULTON ST, BROOKLYN, NY, 11217 US",,,
927,ANNIE 88 EXPRESS,7183638383,927.0,,1.0,4.2,"880 NOSTRAND AVE, BROOKLYN, NY, 11225 US",,,
928,ANNIE CHAN'S RESTAURANT,7187401773,928.0,,2.0,3.5,"19011 UNION TURNPIKE, QUEENS, NY, 11366 US",,,
929,ANNIE MOORES PUB & RESTAURANT,2129867826,929.0,,,3.9,"22 E 41ST ST, MANHATTAN, NY, 10017 US",,,
930,ANNIE'S CARIBBEAN RESTAURANT,7183419033,930.0,,,,"23112 MERRICK BLVD, QUEENS, NY, 11413 US",,,
931,ANNIE'S KITCHEN,7182680960,931.0,,,4.2,"7224 MAIN STREET, QUEENS, NY, 11367 US",,,
932,ANNIES FIRST WOK RESTAURANT,7188524383,932.0,,1.0,4.3,"155 YORK STREET, BROOKLYN, NY, 11201 US",,,
933,ANOINTED HANDS CATERINGS,7186765537,933.0,,,,"117 ROCKAWAY AVE, BROOKLYN, NY, 11233 US",,,
934,ANOPOLI FAMILY RESTAURANT,7187483863,934.0,,1.0,4.4,"6920 3 AVENUE, BROOKLYN, NY, 11209 US",,,
935,ANOTHEROOM,2122261418,935.0,,,4.3,"249 WEST BROADWAY, MANHATTAN, NY, 10013 US",,,
936,ANTALIA TURKISH CUISINE,2122213333,936.0,,2.0,3.7,"17 WEST   45 STREET, MANHATTAN, NY, 10036 US",,,
937,ANTEPLI BAKLAVA,7187450777,937.0,,,4.4,"7216 5TH AVE, BROOKLYN, NY, 11209 US",,,
938,ANTHI'S GREEK FOOD,2127871007,938.0,,1.0,3.3,"614A AMSTERDAM AVENUE, MANHATTAN, NY, 10024 US",,,
939,ANTHONY & JOE'S PIZZA,7183789577,939.0,,,4.5,"1941 SOUTHERN BOULEVARD, BRONX, NY, 10460 US",,,
940,ANTHONY CAFE,2125390966,940.0,,1.0,4.3,"73 2ND AVE, MANHATTAN, NY, 10003 US",,,
941,ANTHONY'S,7184686020,941.0,,2.0,4.2,"22202 UNION TURNPYKE, QUEENS, NY, 11364 US",,,
942,ANTHONY'S AND SALS PIZZA EXPRESS,7188226569,942.0,,2.0,4.2,"1809 WILLIAMSBRIDGE RD, BRONX, NY, 10461 US",,,
943,ANTHONY'S PIZZA,7187926020,943.0,,,4.0,"686 MORRIS PARK AVE, BRONX, NY, 10462 US",,,
944,ANTHONY'S PLACE,7187438099,944.0,,2.0,4.2,"2812 OCEAN AVE, BROOKLYN, NY, 11229 US",,,
945,ANTHONY'S RESTAURANT & PIZZERIA,7182723210,945.0,,,4.3,"799 STANLEY AVENUE, BROOKLYN, NY, 11207 US",,,
946,ANTICA,6464392460,946.0,,,4.6,"370 CANAL ST, MANHATTAN, NY, 10013 US",,,
947,ANTICA PESA,3477632635,947.0,,3.0,4.2,"115 BERRY STREET, BROOKLYN, NY, 11249 US",,,
948,ANTICA TRATTORIA,7183861559,948.0,,2.0,4.7,"6810 FRESH POND RD, QUEENS, NY, 11385 US",,,
949,ANTICO NOE PANINI LAB,2127500802,949.0,,1.0,4.8,"220 EAST 53 STREET, MANHATTAN, NY, 10022 US",,,
950,ANTIKA PIZZERIA,9179917478,950.0,,2.0,4.2,"3924 BROADWAY, MANHATTAN, NY, 10032 US",,,
951,ANTILLANA PIZZERIA,6465716925,951.0,,,5.0,"1112 WESTCHESTER AVE, BRONX, NY, 10459 US",,,
952,ANTINORI RISTORANTE,2124803880,952.0,,,,"8 STONE ST, MANHATTAN, NY, 10004 US",,,
953,ANTIQUE BAKERY,9175170633,953.0,,,5.0,"909 3RD AVE, MANHATTAN, NY, 10022 US",,,
954,ANTIQUE CAFE,6464227765,954.0,,,,"150 E 58TH ST, MANHATTAN, NY, 10155 US",,,
955,ANTIQUE GARAGE,2122191019,955.0,,,,"41 MERCER STREET, MANHATTAN, NY, 10013 US",,,
956,ANTIQUE GARAGE TRIBECA,212 226 0066,956.0,,,5.0,"313 CHURCH ST, MANHATTAN, NY, 10013 US",,,
957,ANTLER BEER & WINE DISPENSARY,2124325000,957.0,,,4.6,"123 ALLEN STREET, MANHATTAN, NY, 10002 US",,,
958,ANTOJITOS & NATURAL JUICE BAR,3473717089,958.0,,,,"1420 CLAY AVE, BRONX, NY, 10456 US",,,
959,ANTOJITOS DELI FOOD,7182341954,959.0,,,4.5,"1936 86 STREET, BROOKLYN, NY, 11214 US",,,
960,ANTOJITOS ECUATORIANOS,6462770970,960.0,,,4.6,"3398 FULTON ST, BROOKLYN, NY, 11208 US",,,
961,ANTOJITOS MEXICANO,2125688800,961.0,,,,"511 W 181ST ST, MANHATTAN, NY, 10033 US",,,
962,ANTOJITOS MEXICANOS,7183849076,962.0,,1.0,4.0,"107 GRAHAM AVENUE, BROOKLYN, NY, 11206 US",,,
963,ANTOJOS,9178193990,963.0,,,,"700 RIVER AVE, BRONX, NY, 10451 US",,,
964,ANTONIO'S,7187289200,964.0,,2.0,3.7,"7608 21ST AVE, QUEENS, NY, 11370 US",,,
965,ANTONIO'S PIZZA,7183982033,965.0,,2.0,4.4,"318 FLATBUSH AVENUE, BROOKLYN, NY, 11238 US",,,
966,ANTONIO'S PIZZERIA,7182371700,966.0,,2.0,3.4,"32 COURT STREET, BROOKLYN, NY, 11201 US",,,
967,ANTONIO'S RESTAURANT,7189923367,967.0,,,,"211 EAST  167 STREET, BRONX, NY, 10456 US",,,
968,ANTONIO'S TRATTORIA,7187336630,968.0,,2.0,4.8,"2370 BELMONT AVENUE, BRONX, NY, 10458 US",,,
969,ANTONUCCI,2125705100,969.0,,2.0,4.3,"168-170 EAST 81 STREET, MANHATTAN, NY, 10028 US",,,
970,ANTUN'S,7184686400,970.0,,,4.6,"9643 SPRINGFIELD BOULEVARD, QUEENS, NY, 11429 US",,,
971,ANYWAY CAFE,2125333412,971.0,,2.0,4.4,"34 EAST    2 STREET, MANHATTAN, NY, 10003 US",,,
972,ANYWAY CAFE BAR,7189345988,972.0,,2.0,4.2,"1602 GRAVESEND NECK ROAD, BROOKLYN, NY, 11229 US",,,
973,AOA BAR & GRILL,2129251600,973.0,,2.0,3.7,"6 YORK STREET, MANHATTAN, NY, 10013 US",,,
974,AOC EAST,6469985749,974.0,,,,"1530 1ST AVE, MANHATTAN, NY, 10075 US",,,
975,AOYU SUSHI,7188846633,975.0,,,4.6,"3532 JOHNSON AVENUE, BRONX, NY, 10463 US",,,
976,AP CAFE,3476631661,976.0,,1.0,4.2,"420 TROUTMAN STREET, BROOKLYN, NY, 11237 US",,,
977,APANI,3474624733,977.0,,,4.9,"1520 SHEEPSHEAD BAY ROAD, BROOKLYN, NY, 11235 US",,,
978,APARTMENT 7B DELI & MARKET,7037292333,978.0,,,,"0 JFK INTERNATIONAL AIRPOR, QUEENS, NY, 11430 US",,,
979,APERION PRODUCTION,3475855596,979.0,,,,"777 KENT AVENUE, BROOKLYN, NY, 11205 US",,,
980,APERITIF,7182156470,980.0,,,4.2,"21341 39TH AVE, QUEENS, NY, 11361 US",,,
981,APERITIVO DI PALMA,2126912223,981.0,,2.0,5.0,"30 CORNELIA ST, MANHATTAN, NY, 10014 US",,,
982,APERITIVO PIZZA BAR,2127589400,982.0,,2.0,3.9,"780 3 AVENUE, MANHATTAN, NY, 10017 US",,,
983,APHRODITES SWEETS,7182241774,983.0,,,4.9,"2007 FRANCIS LEWIS BOULEVARD, QUEENS, NY, 11357 US",,,
984,APICIUS PIZZA,7182047722,984.0,,2.0,4.2,"2072 STEINWAY STREET, QUEENS, NY, 11105 US",,,
985,APNA MASALA INDIAN CUISINE,9172999478,985.0,,2.0,4.5,"344 E 6TH ST, MANHATTAN, NY, 10003 US",,,
986,APNAR PHARMACY,3475616520,986.0,,,4.2,"16801 HILLSIDE AVE, QUEENS, NY, 11432 US",,,
987,APNAR SWEETS AND BAKERY,3472334709,987.0,,,,"16719 HILLSIDE AVE, QUEENS, NY, 11432 US",,,
988,APOLLO BAKERY,7189610596,988.0,,,4.5,"13536 39 AVENUE, QUEENS, NY, 11354 US",,,
989,APOLLO THEATRE CONCESSIONS,2125315328,989.0,,,4.1,"253 WEST  125 STREET, MANHATTAN, NY, 10027 US",,,
990,APOTHEKE/CHEMIST,2124060400,990.0,,,,"9 DOYERS STREET, MANHATTAN, NY, 10013 US",,,
991,APPETITE NYC,2127960609,991.0,,,,"215 WEST   29 STREET, MANHATTAN, NY, 10001 US",,,
992,APPLE COFFEE,2125888830,992.0,,,,"444 MADISON AVE, MANHATTAN, NY, 10022 US",,,
993,APPLE GARDEN,7185238361,993.0,,,3.3,"10855 GUY R BREWER BLVD, QUEENS, NY, 11433 US",,,
994,APPLE JACK DINER,2125866075,994.0,,2.0,3.6,"1725 BROADWAY, MANHATTAN, NY, 10019 US",,,
995,APPLEBEE'S,7184234328,995.0,,2.0,3.7,"21329 26 AVENUE, QUEENS, NY, 11360 US",,,
996,AQUA GRILL,2122740505,996.0,,,,"210 SPRING STREET, MANHATTAN, NY, 10012 US",,,
997,AQUAMARINA,2129280070,997.0,,2.0,3.7,"4060 BROADWAY, MANHATTAN, NY, 10032 US",,,
998,AQUAVIT,2123077311,998.0,,4.0,4.4,"65 EAST   55 STREET, MANHATTAN, NY, 10022 US",,,
999,AQUEDUCT NORTH,7183241497,999.0,"[[u'bar', u'point_of_interest', u'establishment']]",,5.0,"4277 KATONAH AVE, BRONX, NY, 10470 US",,,
1000,AQUI EN BELLA PUEBLA MEXICAN RESTAURANT,7186397300,,,,3.1,"9411 ROOSEVELT AVENUE, QUEENS, NY, 11372 US",,,
1001,AQUINO'S,7185745207,,,,4.0,"429 CENTRAL AVE, BROOKLYN, NY, 11221 US",,,
1002,ARABELLE,2126064600,,,3.0,4.4,"37 EAST   64 STREET, MANHATTAN, NY, 10065 US",,,
1003,ARABESQUE,2125322210,,,2.0,3.6,"4 EAST   36 STREET, MANHATTAN, NY, 10016 US",,,
1004,ARABICA HOOKAH LOUNGE & RESTAURANT INC,7189828888,,,,5.0,"4162 VICTORY BLVD, STATEN ISLAND, NY, 10314 US",,,
1005,ARASHI SUSHI,7183852223,,,,4.7,"9605 CHURCH AVE, BROOKLYN, NY, 11212 US",,,
1006,ARATA IZUMI JAPANESE RESTAURANT,2122371169,,,2.0,3.6,"139 W 28TH ST, MANHATTAN, NY, 10001 US",,,
1007,ARBOR BISTRO,2122557888,,,2.0,4.0,"226 WEST HOUSTON STREET, MANHATTAN, NY, 10014 US",,,
1008,ARBUZ,7189750999,,,1.0,4.2,"1706 SHEEPSHEAD BAY RD, BROOKLYN, NY, 11235 US",,,
1009,ARBY'S,7188940485,,,1.0,4.1,"6924 METROPOLITAN AVENUE, QUEENS, NY, 11379 US",,,
1010,ARCADE BAKERY,3472765061,,,2.0,4.7,"220 CHURCH ST, MANHATTAN, NY, 10013 US",,,
1011,ARCADIA,3479525910,,,,,"1221 ASTORIA BLVD, QUEENS, NY, 11102 US",,,
1012,ARCHDIOCESES OF NY,6467942280,,,,,"1011 1ST AVE, MANHATTAN, NY, 10022 US",,,
1013,ARCHER SPORTS BAR,7187923870,,,,,"1511 WHITE PLAINS ROAD, BRONX, NY, 10462 US",,,
1014,ARCHESTRATUS,6314552727,,,,4.7,"160 HURON ST, BROOKLYN, NY, 11222 US",,,
1015,ARCHIE'S TAP AND TABLE,7188859229,,,,4.9,"536 CITY ISLAND AVE, BRONX, NY, 10464 US",,,
1016,ARCHIES,3479152244,,,,4.6,"128 CENTRAL AVE, BROOKLYN, NY, 11221 US",,,
1017,ARCHWAY CAFE (unit 114) on PEARL ST,7185223455,,,,,"68 JAY STREET, BROOKLYN, NY, 11201 US",,,
1018,ARCO CAFE,2126650033,,,2.0,4.4,"886 AMSTERDAM AVE, MANHATTAN, NY, 10025 US",,,
1019,ARDESIA,2122479191,,,3.0,4.3,"510 WEST   52 STREET, MANHATTAN, NY, 10019 US",,,
1020,AREO RESTAURANT,7182380079,,,,,"842484 20 -3RD AVENUE, BROOKLYN, NY, 11209 US",,,
1021,AREPA FACTORY,6464906828,,,,4.6,"145-147 AVENUE A, MANHATTAN, NY, 10009 US",,,
1022,AREPA LADY,3477306124,,,1.0,4.7,"7702 ROOSEVELT AVE, QUEENS, NY, 11372 US",,,
1023,AREPAS CAFE,7189373835,,,2.0,4.4,"3307 36TH AVE, QUEENS, NY, 11106 US",,,
1024,AREPAS GRILL,7183559686,,,2.0,4.6,"2119 BROADWAY, QUEENS, NY, 11106 US",,,
1025,ARETSKY'S PATROON,2128837373,,,4.0,4.0,"158160 EAST   46 STREET, MANHATTAN, NY, 10017 US",,,
1026,ARGO TEA,6463503456,,,,3.2,"550 1 AVENUE, MANHATTAN, NY, 10016 US",,,
1027,ARGO TEA CAFE,6465027250,,,1.0,3.8,"1792 BROADWAY, MANHATTAN, NY, 10019 US",,,
1028,ARGOTEA,2129984153,,,,,"239 GREENE STREET, MANHATTAN, NY, 10003 US",,,
1029,ARHARN THAI CUISINE,7187285563,,,2.0,3.9,"3205 36 AVENUE, QUEENS, NY, 11106 US",,,
1030,ARIA,2122424233,,,2.0,4.1,"117 PERRY STREET, MANHATTAN, NY, 10014 US",,,
1031,ARIA KABAB,7187775432,,,,4.1,"2558 STEINWAY ST, QUEENS, NY, 11103 US",,,
1032,ARIA KABAB /TARIQ AFGHAN KABAB,7187932984,,,,4.5,"7255 KISSENA BLVD, QUEENS, NY, 11367 US",,,
1033,ARIANA KEBAB HOUSE,2122622323,,,2.0,3.4,"787 9 AVENUE, MANHATTAN, NY, 10019 US",,,
1034,ARIANA'S,7189678500,,,,3.0,"60 S BRIDGE ST, STATEN ISLAND, NY, 10309 US",,,
1035,ARIEL'S CAFE,7182751700,,,,3.2,"9717 QUEENS BOULEVARD, QUEENS, NY, 11374 US",,,
1036,ARIEL'S TAPA LOUNGE,2129823222,,,2.0,3.4,"293 EAST HOUSTON STREET, MANHATTAN, NY, 10002 US",,,
1037,ARIRANG HIBACHI STEAK HOUSE,7189669600,,,2.0,3.6,"23 NELSON AVENUE, STATEN ISLAND, NY, 10308 US",,,
1038,ARIRANG HIBACHI STEAKHOUSE,7182389880,,,2.0,4.2,"8812 4 AVENUE, BROOKLYN, NY, 11209 US",,,
1039,ARIS POLLOS A LA BRASA,7183819400,,,1.0,4.0,"691 KNICKERBOCKER AVENUE, BROOKLYN, NY, 11221 US",,,
1040,ARIYOSHI JAPANESE RESTAURANT,7189373288,,,2.0,4.5,"4113 QUEENS BOULEVARD, QUEENS, NY, 11104 US",,,
1041,ARKANSAS FRIED CHICKEN,7182246030,,,,,"778 E TREMONT AVE, BRONX, NY, 10460 US",,,
1042,ARLENE'S GROCERY,2123581633,,,,4.1,"95 STANTON STREET, MANHATTAN, NY, 10002 US",,,
1043,ARLINGTON CLUB,2122495700,,,3.0,4.1,"1032 LEXINGTON AVENUE, MANHATTAN, NY, 10021 US",,,
1044,ARMANDO GROCERY & BAKERY,7184977979,,,,4.7,"272 WYCKOFF AVENUE, BROOKLYN, NY, 11237 US",,,
1045,ARMANDO'S KITCHEN,7184843100,,,,4.0,"1345 ROCKAWAY PKWY, BROOKLYN, NY, 11236 US",,,
1046,ARMANDO'S PIZZA,7182579723,,,,3.8,"1413 ROCKAWAY PARKWAY, BROOKLYN, NY, 11236 US",,,
1047,ARMANDO'S POLLO RICO RESTAURANT,7184418441,,,2.0,3.3,"11002 JAMAICA AVENUE, QUEENS, NY, 11418 US",,,
1048,ARMANDO'S RESTAURANT,7186247167,,,2.0,3.8,"143 MONTAGUE ST, BROOKLYN, NY, 11201 US",,,
1049,ARMANI RISTORANTE,2122071902,,,4.0,4.3,"717 5TH AVE, MANHATTAN, NY, 10022 US",,,
1050,ARMOND'S LOUNGE,7185669538,,,,4.3,"2065 FULTON ST, BROOKLYN, NY, 11233 US",,,
1051,ARMONDO'S ITALIAN RESTAURANT,7188980113,,,,4.1,"7316 NORTHERN BLVD, QUEENS, NY, 11372 US",,,
1052,ARMONIE,2127226400,,,,4.5,"1649 PARK AVENUE, MANHATTAN, NY, 10035 US",,,
1053,ARNO RISTORANTE,2129447420,,,3.0,4.1,"141 WEST   38 STREET, MANHATTAN, NY, 10018 US",,,
1054,ARNOR CREPES & BUBBLE TEA,3475548733,,,,4.4,"1425 W 10TH ST, BROOKLYN, NY, 11204 US",,,
1055,AROMA A MEXICO,7189653333,,,,4.6,"568 4TH AVE, BROOKLYN, NY, 11215 US",,,
1056,AROMA BRAZIL RESTAURANT,7186727662,,,,4.5,"7513 ROOSEVELT AVE, QUEENS, NY, 11372 US",,,
1057,AROMA DE CAFE BAKERY,7188061999,,,,4.8,"8102 BROADWAY, QUEENS, NY, 11373 US",,,
1058,AROMA ESPRESSO BAR,2123460055,,,1.0,4.1,"100 CHURCH STREET, MANHATTAN, NY, 10007 US",,,
1059,AROMA PIZZA AND CAFE,6466260593,,,,4.8,"600 W 188TH ST, MANHATTAN, NY, 10040 US",,,
1060,AROME,2122337447,,,1.0,4.1,"325 BROADWAY, MANHATTAN, NY, 10007 US",,,
1061,AROME CAFE 32,2122957870,,,,3.9,"138 WEST   32 STREET, MANHATTAN, NY, 10001 US",,,
1062,AROME CAFE II,2127863336,,,,4.3,"7 DEY STREET, MANHATTAN, NY, 10007 US",,,
1063,AROQA,9175618001,,,,,"206 9TH AVE, MANHATTAN, NY, 10011 US",,,
1064,AROY DEE THAI KITCHEN,2125289922,,,2.0,3.8,"20 JOHN STREET, MANHATTAN, NY, 10038 US",,,
1065,ARRIBA ARRIBA,7183495999,,,2.0,3.7,"4015 QUEENS BOULEVARD, QUEENS, NY, 11104 US",,,
1066,ARROGANT SWINE,6462500030,,,1.0,4.1,"173 MORGAN AVE, BROOKLYN, NY, 11237 US",,,
1067,ARROW,2126731775,,,,,"85 AVENUE A, MANHATTAN, NY, 10009 US",,,
1068,ARS NOVA THEATER,2124899800,,,,4.6,"511 WEST   54 STREET, MANHATTAN, NY, 10019 US",,,
1069,ART BAR,2127270244,,,1.0,4.0,"52 8 AVENUE, MANHATTAN, NY, 10014 US",,,
1070,ART CAFE + BAR,7188572522,,,,4.3,"884 PACIFIC ST, BROOKLYN, NY, 11238 US",,,
1071,ART HOUSE RESTAURANT,7187431323,,,,3.4,"2751 OCEAN AVE, BROOKLYN, NY, 11229 US",,,
1072,ARTE CAFE,2125017014,,,2.0,3.5,"106 WEST   73 STREET, MANHATTAN, NY, 10023 US",,,
1073,ARTE RESTAURANT,2124730077,,,,,"21 EAST    9 STREET, MANHATTAN, NY, 10003 US",,,
1074,ARTH ALGANATIN,7189189181,,,,,"700 RHINELANDER AVE, BRONX, NY, 10462 US",,,
1075,ARTHUR AVENUE CATERS,7182955033,,,,,"611 CRESCENT AVENUE, BRONX, NY, 10458 US",,,
1076,ARTHUR'S TAVERN,2126756879,,,,3.5,"57 GROVE STREET, MANHATTAN, NY, 10014 US",,,
1077,ARTICHOKE BASILE'S PIZZA DINING ROOM,2122282004,,,1.0,4.1,"328 EAST   14 STREET, MANHATTAN, NY, 10003 US",,,
1078,ARTICHOKE BASILLE'S PIZZA,7326681573,,,1.0,4.2,"2256 31ST ST, QUEENS, NY, 11105 US",,,
1079,ARTICHOKE BASILLE'S PIZZA & BAR,6462786100,,,1.0,4.2,"111 MACDOUGAL STREET, MANHATTAN, NY, 10012 US",,,
1080,ARTICHOKE PIZZA,7183860333,,,1.0,3.1,"18 WYCKOFF AVE, BROOKLYN, NY, 11237 US",,,
1081,ARTICHOKE PIZZA & BREWERY,2122282004,,,1.0,4.1,"328 EAST 14 STREET, MANHATTAN, NY, 10003 US",,,
1082,ARTIE'S,7188859885,,,3.0,4.2,"394 CITY ISLAND AVE, BRONX, NY, 10464 US",,,
1083,ARTIE'S DELICATESSEN,2125795959,,,2.0,3.2,"2290 BROADWAY, MANHATTAN, NY, 10024 US",,,
1084,ARTIFAKT BAR,2126453468,,,,5.0,"54 WATTS STREET, MANHATTAN, NY, 10013 US",,,
1085,ARTISANAL,2127258585,,,3.0,4.0,"2 PARK AVENUE, MANHATTAN, NY, 10016 US",,,
1086,ARTISERIE,9177100326,,,,,"459 LEXINGTON AVE, MANHATTAN, NY, 10017 US",,,
1087,ARTISTIC STITCH SPORTS COMPLEX(PARTY PLACE),7184161380,,,,3.7,"7908 COOPER AVE, QUEENS, NY, 11385 US",,,
1088,ARTISTS LOFT,7605347334,,,,2.7,"181 FRONT ST, MANHATTAN, NY, 10038 US",,,
1089,ARTOPOLIS CAFE,2126663744,,,1.0,3.8,"1090 AMSTERDAM AVENUE, MANHATTAN, NY, 10025 US",,,
1090,ARTS AND CRAFTS BEER PARLOR,6466785263,,,1.0,4.6,"26 W 8TH ST, MANHATTAN, NY, 10011 US",,,
1091,ARTURO'S,2125354480,,,2.0,4.4,"1617 YORK AVENUE, MANHATTAN, NY, 10028 US",,,
1092,ARTURO'S PIZZA,2122882430,,,2.0,4.2,"1610 YORK AVE, MANHATTAN, NY, 10028 US",,,
1093,ARTUSO PASTRY SHOP,7183672515,,,,4.4,"670 EAST  187 STREET, BRONX, NY, 10458 US",,,
1094,ARUNEE THAI,7182055559,,,,4.1,"7823 37TH AVE, QUEENS, NY, 11372 US",,,
1095,ARZU RESTAURANT,7188303335,,,3.0,4.1,"10105 QUEENS BOULEVARD, QUEENS, NY, 11375 US",,,
